A2_ 1,A2_ 2,A2_ 3,A2_ 4,A2_ 5,A2_ 6,A2_ 7,A2_ 8,A2_ 9,A2_10,b2
20.2259217809724,0.438869973126103,0.296675873218327,0.488608973803579,0.679135540865748,0.335356839962797,0.890922504330789,0.617666389588455,0.978680649641159,0.818148553859625,27.7784823536148
0.170708047147859,20.1111192234406,0.318778301925882,0.578525061023439,0.395515215668593,0.679727951377338,0.334163052737496,0.859442305646212,0.712694471678914,0.817547092079286,24.9697676451926
0.227664297816554,0.258064695912067,20.4241667597138,0.237283579771521,0.367436648544477,0.13655313735537,0.698745832334794,0.805489424529686,0.500471624154843,0.722439592366842,23.9860080961581
0.435698684103899,0.408719846112552,0.507858284661118,20.4588488281799,0.987982003161633,0.72122749858174,0.197809826685929,0.576721515614685,0.471088374541939,0.149865442477967,24.9789802902082
0.311102286650413,0.594896074008614,0.085515797090044,0.963088539286913,20.0377388662396,0.106761861607241,0.0305409463046367,0.182922469414914,0.0596188675796392,0.659605252908307,24.0533500340654
0.923379642103244,0.262211747780845,0.262482234698333,0.546805718738968,0.885168008202475,20.6537573486686,0.744074260367462,0.239932010568717,0.681971904149063,0.518594942510538,26.0294597316705
0.430207391329584,0.602843089382083,0.801014622769739,0.521135830804002,0.913286827639239,0.49417393663927,20.5000224355902,0.886511933076101,0.0424311375007417,0.972974554763863,26.6314923138791
0.184816320124136,0.711215780433683,0.0292202775621463,0.231594386708524,0.796183873585212,0.779051723231275,0.47992214114606,20.0286741524641,0.0714454646006424,0.648991492712356,23.825862063082
0.904880968679893,0.22174673401724,0.928854139478045,0.488897743920167,0.0987122786555743,0.715037078400694,0.904722238067363,0.489901388512224,20.5216498424643,0.800330575352401,25.1378396193426
0.979748378356085,0.117417650855806,0.730330862855453,0.62406008817369,0.261871183870716,0.903720560556316,0.609866648422558,0.167927145682257,0.096730025780867,20.4537977087269,24.8521128217936
